starttime	seconds	ctime	dtime	ttime	wait
Fri Aug 09 11:17:50 2013	1376061470	1	9	10	9
Fri Aug 09 11:17:50 2013	1376061470	0	10	10	10
Fri Aug 09 11:17:49 2013	1376061469	1	10	10	9
Fri Aug 09 11:17:50 2013	1376061470	0	10	10	10
Fri Aug 09 11:17:49 2013	1376061469	1	10	10	10
Fri Aug 09 11:17:50 2013	1376061470	1	9	10	9
Fri Aug 09 11:17:50 2013	1376061470	0	10	10	10
Fri Aug 09 11:17:49 2013	1376061469	1	10	10	10
Fri Aug 09 11:17:49 2013	1376061469	1	10	10	10
Fri Aug 09 11:17:50 2013	1376061470	1	10	10	10
Fri Aug 09 11:17:50 2013	1376061470	1	10	10	10
Fri Aug 09 11:17:49 2013	1376061469	1	10	10	10
Fri Aug 09 11:17:50 2013	1376061470	1	9	10	9
Fri Aug 09 11:17:50 2013	1376061470	1	9	10	9
Fri Aug 09 11:17:49 2013	1376061469	0	10	10	10
Fri Aug 09 11:17:49 2013	1376061469	1	10	10	10
Fri Aug 09 11:17:49 2013	1376061469	1	10	10	10
Fri Aug 09 11:17:49 2013	1376061469	1	10	10	10
Fri Aug 09 11:17:50 2013	1376061470	1	9	10	9
Fri Aug 09 11:17:49 2013	1376061469	0	10	10	10
Fri Aug 09 11:17:50 2013	1376061470	1	9	10	9
Fri Aug 09 11:17:49 2013	1376061469	1	10	10	10
Fri Aug 09 11:17:50 2013	1376061470	1	10	10	10
Fri Aug 09 11:17:49 2013	1376061469	1	10	10	10
Fri Aug 09 11:17:49 2013	1376061469	1	10	10	10
Fri Aug 09 11:17:49 2013	1376061469	0	10	10	10
Fri Aug 09 11:17:50 2013	1376061470	0	10	10	10
Fri Aug 09 11:17:50 2013	1376061470	1	10	10	10
Fri Aug 09 11:17:50 2013	1376061470	1	10	10	9
Fri Aug 09 11:17:49 2013	1376061469	1	10	10	10
Fri Aug 09 11:17:49 2013	1376061469	1	10	10	10
Fri Aug 09 11:17:49 2013	1376061469	1	10	10	10
Fri Aug 09 11:17:50 2013	1376061470	1	9	10	9
Fri Aug 09 11:17:49 2013	1376061469	1	10	10	10
Fri Aug 09 11:17:49 2013	1376061469	0	10	10	10
Fri Aug 09 11:17:49 2013	1376061469	1	10	10	10
Fri Aug 09 11:17:50 2013	1376061470	1	10	10	9
Fri Aug 09 11:17:49 2013	1376061469	0	10	10	10
Fri Aug 09 11:17:49 2013	1376061469	0	10	10	10
Fri Aug 09 11:17:50 2013	1376061470	1	10	10	10
Fri Aug 09 11:17:49 2013	1376061469	1	10	10	10
Fri Aug 09 11:17:49 2013	1376061469	0	10	10	10
