 38.00 20.75 26.25 30.00 38.75
 41.50 39.50 26.75 30.50 40.00
 43.50 57.50 45.00 38.00 42.25
 55.00 75.25 45.25 38.75 44.75
 63.50 93.50 63.75 70.00 64.00
 69.25 111.25 64.25 70.25 69.00
 79.00 129.25 85.75 70.25 71.50
 88.25 147.75 86.25 70.50 72.25
 118.75 167.00 113.25 99.75 104.25
 123.50 186.25 113.75 99.75 107.50
 133.00 204.00 131.75 104.75 110.25
 138.25 221.50 132.25 106.00 111.75
 144.25 239.50 150.50 137.25 129.25
 155.00 257.25 151.00 137.50 136.25
 162.75 274.50 172.50 137.50 142.00
 175.00 293.25 172.75 137.50 142.00
 208.00 313.25 199.75 167.50 174.25
 211.25 332.75 200.25 168.00 177.50
 221.25 350.25 218.50 175.00 180.25
 231.25 368.00 218.75 176.50 183.00
 237.00 385.50 237.00 207.75 193.25
 250.75 403.50 237.50 208.25 206.00
 257.50 421.50 258.75 208.25 208.75
 269.75 440.50 258.75 208.25 208.75
 300.25 459.50 286.00 237.25 243.25
 304.50 477.75 286.75 237.25 244.75
 310.75 495.50 305.00 246.50 247.00
 322.25 513.50 305.25 247.00 254.25
 327.25 530.75 323.75 279.50 266.00
 341.50 548.75 324.25 280.00 272.00
 348.50 567.00 345.75 280.25 277.50
 358.00 584.75 346.00 280.25 277.75
 396.75 604.00 373.00 309.75 316.75
 398.00 623.25 373.75 311.00 321.25
 402.00 641.25 392.00 319.50 323.25
 411.25 659.00 392.25 320.00 326.25
 416.75 676.75 410.50 353.25 342.75
 427.50 694.50 411.25 354.00 350.00
 440.00 712.50 432.25 354.25 350.75
 445.25 731.00 432.75 354.50 351.00
 478.00 750.00 462.50 386.00 397.25
 480.75 770.50 463.25 386.75 399.25
 491.00 788.00 481.50 394.25 401.50
 495.50 805.75 482.25 395.00 403.75
 503.00 823.75 501.00 426.75 413.00
 512.75 841.00 501.00 428.00 424.00
 519.00 859.25 523.50 428.00 425.00
 521.25 878.25 523.75 428.00 425.50
 553.00 896.75 553.75 458.50 460.75
 556.75 916.50 554.25 459.25 464.00
 572.50 934.00 572.75 468.00 466.00
 575.00 951.75 573.00 468.75 468.25
 586.25 969.25 591.25 499.75 485.75
 591.75 987.25 591.50 500.50 496.75
 605.25 1005.00 614.00 500.75 497.25
 611.25 1022.75 614.25 501.00 498.00
 647.25 1042.25 641.75 531.75 538.75
 651.75 1061.75 641.75 532.00 540.25
 658.50 1079.75 660.50 540.50 541.75
 664.25 1097.25 660.75 540.75 547.00
 669.75 1115.00 679.50 573.25 561.50
 676.00 1133.00 679.75 574.00 567.25
 690.75 1151.00 701.75 574.25 569.00
 694.25 1170.75 702.25 574.25 569.25
