 28.25 21.00 29.00 36.50 45.00
 33.00 24.50 29.75 40.00 51.75
 39.00 43.00 33.00 42.00 53.50
 45.50 45.50 33.50 44.25 58.00
 48.00 63.00 52.50 48.00 67.50
 52.00 63.50 53.00 49.00 69.25
 55.50 81.25 55.75 51.75 71.25
 60.75 81.50 56.50 52.00 73.00
 64.00 99.25 76.50 91.75 83.50
 73.75 100.00 77.50 93.75 91.00
 75.00 117.25 79.25 93.75 94.00
 82.50 119.75 80.00 93.75 95.50
 89.00 137.75 103.00 99.50 99.25
 93.25 139.50 103.25 101.25 101.50
 95.25 157.75 107.00 101.50 101.75
 102.75 158.50 107.75 101.75 102.50
 134.75 174.67 141.75 134.75 151.25
 139.00 175.67 142.00 138.50 154.00
 142.50 188.00 146.75 143.50 158.00
 144.25 188.33 147.50 144.00 159.75
 149.75 200.33 166.25 148.00 165.25
 157.00 200.67 167.50 149.75 166.50
 160.50 212.33 168.50 156.00 168.75
 166.25 212.33 169.25 156.75 169.50
 170.75 224.33 188.25 197.25 179.50
 174.50 224.67 189.50 199.75 186.50
 185.75 236.33 190.75 200.75 193.00
 188.75 237.00 193.25 201.00 194.00
 192.50 248.67 215.75 201.50 199.75
 194.00 249.00 216.00 203.00 202.25
 200.00 261.00 218.75 203.75 204.00
 210.00 261.00 219.25 204.25 205.50
 244.25 274.67 254.50 242.00 247.75
 246.75 276.00 255.00 243.00 255.50
 249.25 289.00 261.50 245.50 256.75
 251.50 289.00 262.00 248.00 260.00
 260.75 301.33 280.75 251.75 269.00
 262.75 301.67 281.75 253.25 274.25
 267.25 313.67 283.25 256.00 276.25
 275.25 314.00 285.00 256.75 281.25
 280.50 326.00 304.50 301.00 298.75
 285.25 326.33 304.75 301.25 299.25
 288.75 338.00 306.25 301.50 300.25
 295.75 338.33 309.00 302.00 300.75
 302.50 350.33 331.50 305.00 304.75
 306.25 350.33 332.00 305.50 307.50
 315.00 362.67 335.00 305.75 308.00
 317.00 363.00 335.50 306.25 308.50
 348.25 378.00 370.25 344.50 352.50
 355.25 378.67 372.25 345.25 361.00
 357.25 390.67 374.25 348.00 365.25
 361.25 390.67 375.25 349.00 367.75
 364.75 403.00 394.25 354.00 374.75
 370.00 403.00 394.75 355.50 379.00
 373.75 414.67 395.50 358.00 381.00
 379.00 415.00 398.75 359.25 385.00
 382.75 427.00 418.00 401.50 395.75
 389.50 427.00 418.75 403.00 400.25
 398.50 440.00 422.25 404.25 402.25
 403.75 440.00 424.25 404.25 405.00
 407.50 452.00 445.25 405.00 409.25
 411.00 452.33 447.50 406.50 412.25
 418.25 464.67 449.50 406.75 413.00
 421.75 465.00 450.00 406.75 413.00
