 33.25 20.00 30.75 60.25 107.75
 41.00 21.50 32.75 64.75 125.50
 52.25 24.00 37.25 68.75 131.50
 55.50 26.75 37.75 70.50 134.00
 59.75 45.50 41.25 73.25 135.00
 62.00 47.25 41.75 75.75 136.50
 66.00 48.50 47.75 76.25 138.00
 67.50 50.25 49.50 76.50 139.50
 69.00 69.00 86.25 79.50 141.50
 72.75 70.00 87.00 80.25 142.00
 76.75 71.25 88.25 80.75 143.50
 80.25 74.00 88.50 81.75 145.50
 83.00 93.25 89.25 83.75 147.25
 91.25 94.00 89.50 84.25 150.25
 101.00 94.75 89.75 85.00 150.75
 103.75 97.25 91.00 85.50 152.25
 107.75 116.50 125.25 154.00 158.25
 113.50 116.75 127.25 156.50 159.00
 119.25 117.75 128.50 158.00 160.75
 124.00 118.75 129.25 160.50 161.00
 127.50 137.25 129.75 161.00 161.25
 129.50 139.00 130.00 162.50 163.00
 133.00 140.25 131.75 163.50 165.25
 136.50 141.75 132.25 164.00 166.00
 141.50 161.00 168.00 164.25 167.00
 144.50 161.50 169.50 165.50 168.50
 148.50 163.25 170.50 166.00 169.50
 150.25 164.75 171.25 166.25 170.75
 156.00 184.25 172.50 168.50 172.75
 157.75 185.75 173.50 168.75 173.25
 160.25 186.75 174.25 169.25 173.50
 167.25 187.75 174.75 169.50 173.75
 206.75 209.00 205.75 225.50 253.00
 213.75 209.75 207.25 232.25 256.00
 221.25 212.25 209.00 240.25 262.25
 226.25 213.75 212.00 242.25 275.25
 228.25 233.00 218.00 245.50 279.25
 232.00 233.75 219.50 246.50 289.75
 233.50 234.75 223.50 248.00 294.75
 235.00 238.75 226.00 249.50 302.25
 237.25 257.75 260.50 250.75 307.50
 240.00 258.75 262.75 251.00 311.00
 247.75 259.25 263.75 251.50 313.75
 254.25 260.75 264.25 252.00 315.75
 259.50 279.50 265.25 252.75 318.00
 263.75 280.25 265.50 253.00 321.00
 273.00 280.75 266.00 255.00 323.50
 274.50 283.75 266.75 257.50 326.00
 281.50 303.25 301.50 328.50 327.25
 284.00 303.50 303.00 329.75 328.50
 289.00 304.75 304.50 331.50 329.50
 290.00 306.75 305.75 332.25 330.25
 290.50 325.00 305.75 333.50 332.00
 293.75 326.25 306.75 334.75 336.00
 297.25 328.25 307.50 335.50 337.75
 307.50 330.50 308.00 336.75 338.00
 309.00 348.75 345.25 339.00 339.50
 314.50 351.50 346.00 339.50 339.75
 319.25 352.00 348.00 340.00 340.00
 321.50 353.75 348.00 340.50 342.00
 326.25 372.50 349.00 341.25 343.00
 328.00 374.25 349.50 341.50 344.00
 333.50 375.75 349.75 341.50 345.75
 335.50 377.25 350.50 341.75 346.00
