Timestamp,User\g,Nice\g,System\g,Wait\g,Steal\g,Idle\g
2014-05-29T14:01:30-04:00,0.2,0,0.66666666667,0,0,99.04
2014-05-29T14:01:45-04:00,0.2,0,0.7,0,0,99
2014-05-29T14:02:00-04:00,0.2,0,0.7,0,0,99
2014-05-29T14:02:15-04:00,0.2,0,0.7,0,0,99
2014-05-29T14:02:30-04:00,0.2,0,0.7,0,0,99
2014-05-29T14:02:45-04:00,0.2,0,0.7,0,0,99
2014-05-29T14:03:00-04:00,0.37333333333,0,0.26666666667,0,0,99.346666667
2014-05-29T14:03:15-04:00,0.4,0,0.2,0,0,99.4
2014-05-29T14:03:30-04:00,0.4,0,0.2,0,0,99.4
2014-05-29T14:03:45-04:00,0.4,0,0.2,0,0,99.4
2014-05-29T14:04:00-04:00,0.4,0,0.2,0,0,99.4
2014-05-29T14:04:15-04:00,0.4,0,0.2,0,0,99.4
