Timestamp,User\g,Nice\g,System\g,Wait\g,Steal\g,Idle\g
2014-06-10T18:20:15-04:00,0,0,0.5,0,0,99.4
2014-06-10T18:20:30-04:00,0,0,0.33333333333,0,0,99.566666667
2014-06-10T18:20:45-04:00,0,0,0.86666666667,0,0,99.066666667
2014-06-10T18:21:00-04:00,0,0,1.68,0,0,98.32
2014-06-10T18:21:15-04:00,0,0,0.3,0,0,99.7
2014-06-10T18:21:30-04:00,0,0,0.3,0,0,99.7
2014-06-10T18:21:45-04:00,0,0,0.3,0,0,99.7
2014-06-10T18:22:00-04:00,0,0,0.3,0,0,99.7
2014-06-10T18:22:15-04:00,0,0,0.3,0,0,99.7
2014-06-10T18:22:30-04:00,0,0,0.23333333333,0,0,99.766666667
2014-06-10T18:22:45-04:00,0,0,0.1,0,0,99.9
2014-06-10T18:23:00-04:00,0,0,0.1,0,0,99.9
2014-06-10T18:23:15-04:00,0,0,0.1,0,0,99.9
2014-06-10T18:23:30-04:00,0,0,0.1,0,0,99.9
2014-06-10T18:23:45-04:00,0,0,0.1,0,0,99.9
2014-06-10T18:24:00-04:00,0,0,0.24,0,0,99.76
2014-06-10T18:24:15-04:00,0.29333333333,0,0.61333333333,0,0,99.093333333
2014-06-10T18:24:30-04:00,1.1,0,0.1,0,0,98.8
2014-06-10T18:24:45-04:00,1.1,0,0.1,0,0,98.8
2014-06-10T18:25:00-04:00,NaN,NaN,NaN,NaN,NaN,NaN
