Timestamp,User\g,Nice\g,System\g,Wait\g,Idle\g
2014-05-30T05:56:45-04:00,0.1,0,0.2,0,99.7
2014-05-30T05:57:00-04:00,0.1,0,0.2,0,99.7
2014-05-30T05:57:15-04:00,0.1,0,0.2,0,99.7
2014-05-30T05:57:30-04:00,0.1,0,0.2,0,99.7
2014-05-30T05:57:45-04:00,0.1,0,0.2,0,99.7
2014-05-30T05:58:00-04:00,0.1,0,0.2,0,99.7
2014-05-30T05:58:15-04:00,0.36,0,0.37333333333,0,99.266666667
2014-05-30T05:58:30-04:00,0.4,0,0.4,0,99.2
2014-05-30T05:58:45-04:00,0.4,0,0.4,0,99.2
2014-05-30T05:59:00-04:00,24.32,0,4.56,0,71.12
2014-05-30T05:59:15-04:00,8.86,0,1.44,0,89.7
2014-05-30T05:59:30-04:00,NaN,NaN,NaN,NaN,NaN
