Timestamp,In ,Out
2014-06-09T00:09:30-04:00,9044.16,29961.58
2014-06-09T00:09:45-04:00,9044.16,29961.58
2014-06-09T00:10:00-04:00,9044.16,29961.58
2014-06-09T00:10:15-04:00,9044.16,29961.58
2014-06-09T00:10:30-04:00,9044.16,29961.58
2014-06-09T00:10:45-04:00,9044.16,29961.58
2014-06-09T00:11:00-04:00,9044.16,29961.58
2014-06-09T00:11:15-04:00,9044.16,29961.58
2014-06-09T00:11:30-04:00,9044.16,29961.58
2014-06-09T00:11:45-04:00,9044.16,29961.58
2014-06-09T00:12:00-04:00,9203.37,29756.19
2014-06-09T00:12:15-04:00,9203.37,29756.19
2014-06-09T00:12:30-04:00,17062.48,1732494.38
2014-06-09T00:12:45-04:00,48726.108667,10758313.155
2014-06-09T00:13:00-04:00,492016.91,137119776
2014-06-09T00:13:15-04:00,492016.91,137119776
2014-06-09T00:13:30-04:00,490910.09133,137070474.67
2014-06-09T00:13:45-04:00,475414.63,136380256
2014-06-09T00:14:00-04:00,475414.63,136380256
2014-06-09T00:14:15-04:00,469630.50067,134771576.53
2014-06-09T00:14:30-04:00,432033.66,124315160
2014-06-09T00:14:45-04:00,239610.63067,68032255.467
2014-06-09T00:15:00-04:00,239610.63067,68032255.467
2014-06-09T00:15:15-04:00,71240.48,18784714
2014-06-09T00:15:30-04:00,34505.285333,8766649.8827
2014-06-09T00:15:45-04:00,34505.285333,8766649.8827
2014-06-09T00:16:00-04:00,2361.99,843.78
2014-06-09T00:16:15-04:00,2361.99,843.78
