Timestamp,User\g,Nice\g,System\g,Wait\g,Steal\g,Idle\g
2014-05-30T04:18:30-04:00,0.29333333333,0,0.8,0,0,98.906666667
2014-05-30T04:18:45-04:00,0.4,0,0.8,0,0,98.8
2014-05-30T04:19:00-04:00,0.4,0,0.8,0,0,98.8
2014-05-30T04:19:15-04:00,0.4,0,0.8,0,0,98.8
2014-05-30T04:19:30-04:00,0.4,0,0.8,0,0,98.8
2014-05-30T04:19:45-04:00,0.4,0,0.8,0,0,98.8
2014-05-30T04:20:00-04:00,0.48,0,0.88,0,0,98.64
2014-05-30T04:20:15-04:00,0.5,0,0.9,0,0,98.6
2014-05-30T04:20:30-04:00,0.5,0,1.9266666667,0.14666666667,0,97.353333333
2014-05-30T04:20:45-04:00,0.5,0,2.3,0.2,0,96.9
2014-05-30T04:21:00-04:00,0.42,0,1.02,0.04,0,98.42
2014-05-30T04:21:15-04:00,0.4,0,0.7,0,0,98.8
2014-05-30T04:21:30-04:00,0.4,0,0.7,0,0,98.8
2014-05-30T04:21:45-04:00,0.4,0,0.7,0,0,98.8
2014-05-30T04:22:00-04:00,4.32,0,0.86,0,0,94.88
2014-05-30T04:22:15-04:00,3.1,0,0.46,0.95333333333,0,95.586666667
2014-05-30T04:22:30-04:00,0.76,0,0.3,0.34666666667,0,98.62
2014-05-30T04:22:45-04:00,0.2,0,0.3,0,0,99.5
2014-05-30T04:23:00-04:00,0.2,0,0.3,0,0,99.5
2014-05-30T04:23:15-04:00,0.2,0,0.3,0,0,99.5
2014-05-30T04:23:30-04:00,0.2,0,0.3,0,0,99.5
2014-05-30T04:23:45-04:00,0.2,0,0.3,0,0,99.5
2014-05-30T04:24:00-04:00,0.2,0,0.63333333333,0,0,99.166666667
2014-05-30T04:24:15-04:00,0.2,0,0.8,0,0,99
2014-05-30T04:24:30-04:00,0.2,0,0.8,0,0,99
2014-05-30T04:24:45-04:00,0.2,0,0.8,0,0,99
2014-05-30T04:25:00-04:00,0.2,0,0.8,0,0,99
2014-05-30T04:25:15-04:00,0.2,0,0.8,0,0,99
