Timestamp,In ,Out
2014-05-30T05:56:45-04:00,4911.86,1958.63
2014-05-30T05:57:00-04:00,4911.86,1958.63
2014-05-30T05:57:15-04:00,4911.86,1958.63
2014-05-30T05:57:30-04:00,4911.86,1958.63
2014-05-30T05:57:45-04:00,4911.86,1958.63
2014-05-30T05:58:00-04:00,4911.86,1958.63
2014-05-30T05:58:15-04:00,4911.86,1958.63
2014-05-30T05:58:30-04:00,4911.86,1958.63
2014-05-30T05:58:45-04:00,29230.644,991657.23
2014-05-30T05:59:00-04:00,35310.34,1239081.88
2014-05-30T05:59:15-04:00,17130.444,741103.68
2014-05-30T05:59:30-04:00,NaN,NaN
