Timestamp,In ,Out
2014-05-30T05:56:45-04:00,1070.78,1522.25
2014-05-30T05:57:00-04:00,1070.78,1522.25
2014-05-30T05:57:15-04:00,1070.78,1522.25
2014-05-30T05:57:30-04:00,1070.78,1522.25
2014-05-30T05:57:45-04:00,1070.78,1522.25
2014-05-30T05:58:00-04:00,1070.78,1522.25
2014-05-30T05:58:15-04:00,542264.92267,1072022.3127
2014-05-30T05:58:30-04:00,625525.56,1236714.63
2014-05-30T05:58:45-04:00,625525.56,1236714.63
2014-05-30T05:59:00-04:00,1113143.216,260083.974
2014-05-30T05:59:15-04:00,1235047.63,15926.31
2014-05-30T05:59:30-04:00,NaN,NaN
