Timestamp,User\g,Nice\g,System\g,Wait\g,Idle\g
2014-05-30T04:58:45-04:00,25,0,4.3,0,70.6
2014-05-30T04:59:00-04:00,34.333333333,0,4.7666666667,0,60.846666667
2014-05-30T04:59:15-04:00,34.76,0,7.9133333333,6.0266666667,51.246666667
2014-05-30T04:59:30-04:00,25.853333333,0,17.613333333,31.886666667,24.546666667
2014-05-30T04:59:45-04:00,25.9,0,24.1,49.9,0
2014-05-30T05:00:00-04:00,32.76,0,16.4,31.233333333,19.506666667
2014-05-30T05:00:15-04:00,19.213333333,0,4.24,5.26,71.24
2014-05-30T05:00:30-04:00,0.28666666667,0,0.66,51.333333333,47.773333333
2014-05-30T05:00:45-04:00,0.1,0,0.1,95.2,4.7
2014-05-30T05:01:00-04:00,0.16,0,0.22,79.54,20.18
2014-05-30T05:01:15-04:00,0.2,0,0.24,27.64,71.96
2014-05-30T05:01:30-04:00,0.2,0,0.2,0,99.6
2014-05-30T05:01:45-04:00,0.2,0,0.2,0,99.6
2014-05-30T05:02:00-04:00,0.2,0,0.2,0,99.6
2014-05-30T05:02:15-04:00,0.2,0,0.2,0,99.6
2014-05-30T05:02:30-04:00,0.2,0,0.2,0,99.6
2014-05-30T05:02:45-04:00,0.14,0,0.14,0,99.66
2014-05-30T05:03:00-04:00,0.1,0,0.1,0,99.7
2014-05-30T05:03:15-04:00,0.1,0,0.1,0,99.7
2014-05-30T05:03:30-04:00,0.1,0,0.1,0,99.7
2014-05-30T05:03:45-04:00,0.1,0,0.1,0,99.7
2014-05-30T05:04:00-04:00,0.1,0,0.1,0,99.7
2014-05-30T05:04:15-04:00,0.1,0,0.1,0,99.753333333
2014-05-30T05:04:30-04:00,0.1,0,0.1,0,99.8
2014-05-30T05:04:45-04:00,0.1,0,0.1,0,99.8
2014-05-30T05:05:00-04:00,0.1,0,0.1,0,99.8
2014-05-30T05:05:15-04:00,0.1,0,0.1,0,99.8
2014-05-30T05:05:30-04:00,NaN,NaN,NaN,NaN,NaN
