Timestamp,User\g,Nice\g,System\g,Wait\g,Idle\g
2014-05-30T04:58:45-04:00,20,0,3,0.6,76.4
2014-05-30T04:59:00-04:00,10.806666667,0,1.88,0.36666666667,86.946666667
2014-05-30T04:59:15-04:00,0.35333333333,0,0.54666666667,6.34,92.76
2014-05-30T04:59:30-04:00,0.29333333333,0,0.28666666667,5.5066666667,93.913333333
2014-05-30T04:59:45-04:00,0.2,0,0.1,0,99.7
2014-05-30T05:00:00-04:00,0.2,0,0.1,0,99.7
2014-05-30T05:00:15-04:00,0.2,0,0.1,0,99.7
2014-05-30T05:00:30-04:00,0.2,0,0.1,0,99.7
2014-05-30T05:00:45-04:00,0.2,0,0.1,0,99.7
2014-05-30T05:01:00-04:00,0.32,0,0.34,0,99.34
2014-05-30T05:01:15-04:00,0.4,0,0.5,0,99.1
2014-05-30T05:01:30-04:00,4.6133333333,0,0.92666666667,0.10666666667,94.353333333
2014-05-30T05:01:45-04:00,8.3,0,1.3,0.2,90.2
2014-05-30T05:02:00-04:00,3.38,0,0.58,0.08,95.96
2014-05-30T05:02:15-04:00,0.1,0,0.1,0,99.8
2014-05-30T05:02:30-04:00,0.1,0,0.1,0,99.8
2014-05-30T05:02:45-04:00,0.1,0,0.1,0,99.8
2014-05-30T05:03:00-04:00,0.1,0,0.1,0,99.8
2014-05-30T05:03:15-04:00,0.1,0,0.1,0,99.8
2014-05-30T05:03:30-04:00,0.22,0,0.16,0,99.68
2014-05-30T05:03:45-04:00,0.3,0,0.2,0,99.6
2014-05-30T05:04:00-04:00,0.3,0,0.2,0,99.6
2014-05-30T05:04:15-04:00,0.3,0,0.2,0,99.6
2014-05-30T05:04:30-04:00,0.3,0,0.2,0,99.6
2014-05-30T05:04:45-04:00,0.3,0,0.2,0,99.6
2014-05-30T05:05:00-04:00,0.20666666667,0,0.2,0,99.646666667
2014-05-30T05:05:15-04:00,0.1,0,0.2,0,99.7
2014-05-30T05:05:30-04:00,NaN,NaN,NaN,NaN,NaN
