Timestamp,User\g,Nice\g,System\g,Wait\g,Idle\g
2014-05-30T04:58:45-04:00,1.1,0,0.5,0,98.4
2014-05-30T04:59:00-04:00,1.1,0,0.5,0,98.4
2014-05-30T04:59:15-04:00,1.1,0,0.5,0,98.4
2014-05-30T04:59:30-04:00,1.1,0,0.5,0,98.4
2014-05-30T04:59:45-04:00,0.63333333333,0,0.31333333333,0,99.053333333
2014-05-30T05:00:00-04:00,0.1,0,0.1,0,99.8
2014-05-30T05:00:15-04:00,0.1,0,0.1,0,99.8
2014-05-30T05:00:30-04:00,0.1,0,0.1,0,99.8
2014-05-30T05:00:45-04:00,0.1,0,0.1,0,99.8
2014-05-30T05:01:00-04:00,0.1,0,0.1,0,99.8
2014-05-30T05:01:15-04:00,2.92,0,0.76,0,96.32
2014-05-30T05:01:30-04:00,2.2933333333,0,0.61333333333,0.053333333333,97.04
2014-05-30T05:01:45-04:00,0.1,0,0.1,0.1,99.7
2014-05-30T05:02:00-04:00,0.1,0,0.1,0.1,99.7
2014-05-30T05:02:15-04:00,0.1,0,0.1,0.1,99.7
2014-05-30T05:02:30-04:00,0.1,0,0.1,0.1,99.7
2014-05-30T05:02:45-04:00,0.1,0,0.1,0.1,99.7
2014-05-30T05:03:00-04:00,0.1,0,0.1,0.033333333333,99.766666667
2014-05-30T05:03:15-04:00,0.1,0,0.1,0,99.8
2014-05-30T05:03:30-04:00,0.1,0,0.1,0,99.8
2014-05-30T05:03:45-04:00,0.1,0,0.1,0,99.8
2014-05-30T05:04:00-04:00,0.1,0,0.1,0,99.8
2014-05-30T05:04:15-04:00,0.1,0,0.1,0,99.8
2014-05-30T05:04:30-04:00,0.1,0,0.1,0,99.746666667
2014-05-30T05:04:45-04:00,0.1,0,0.1,0,99.7
2014-05-30T05:05:00-04:00,0.1,0,0.1,0,99.7
2014-05-30T05:05:15-04:00,0.1,0,0.1,0,99.7
2014-05-30T05:05:30-04:00,NaN,NaN,NaN,NaN,NaN
