Timestamp,In ,Out
2014-05-30T04:58:45-04:00,61938844,5727949.5
2014-05-30T04:59:00-04:00,61938844,5727949.5
2014-05-30T04:59:15-04:00,42591487.2,5887514.5667
2014-05-30T04:59:30-04:00,25662550,6027134
2014-05-30T04:59:45-04:00,25662550,6027134
2014-05-30T05:00:00-04:00,14687126.45,4093191.2107
2014-05-30T05:00:15-04:00,2143785.25,1882970.88
2014-05-30T05:00:30-04:00,2483781.9167,7718705.344
2014-05-30T05:00:45-04:00,2781279,12824973
2014-05-30T05:01:00-04:00,2781279,12824973
2014-05-30T05:01:15-04:00,2302259.478,6817773
2014-05-30T05:01:30-04:00,1982913.13,2812973
2014-05-30T05:01:45-04:00,1982913.13,2812973
2014-05-30T05:02:00-04:00,814855.516,1679799.05
2014-05-30T05:02:15-04:00,36150.44,924349.75
2014-05-30T05:02:30-04:00,19800.98,387717.778
2014-05-30T05:02:45-04:00,8901.34,29963.13
2014-05-30T05:03:00-04:00,8901.34,29963.13
2014-05-30T05:03:15-04:00,8901.34,29963.13
2014-05-30T05:03:30-04:00,8901.34,29963.13
2014-05-30T05:03:45-04:00,8901.34,29963.13
2014-05-30T05:04:00-04:00,8901.34,29963.13
2014-05-30T05:04:15-04:00,8901.34,29963.13
2014-05-30T05:04:30-04:00,8542.4973333,24864.49
2014-05-30T05:04:45-04:00,8228.51,20403.18
2014-05-30T05:05:00-04:00,8228.51,20403.18
2014-05-30T05:05:15-04:00,8228.51,20403.18
2014-05-30T05:05:30-04:00,NaN,NaN
