Timestamp,User\g,Nice\g,System\g,Wait\g,Idle\g
2014-05-30T04:58:45-04:00,0.4,0,0.4,0,99.2
2014-05-30T04:59:00-04:00,0.4,0,0.4,0,99.2
2014-05-30T04:59:15-04:00,0.4,0,0.4,0,99.2
2014-05-30T04:59:30-04:00,0.4,0,0.45333333333,0,99.146666667
2014-05-30T04:59:45-04:00,0.4,0,0.5,0,99.1
2014-05-30T05:00:00-04:00,0.4,0,0.5,0,99.1
2014-05-30T05:00:15-04:00,22.106666667,0,2.6866666667,0.8,74.353333333
2014-05-30T05:00:30-04:00,41.1,0,4.6,1.5,52.7
2014-05-30T05:00:45-04:00,41.1,0,4.6,1.5,52.7
2014-05-30T05:01:00-04:00,16.92,0,2.32,3.18,77.54
2014-05-30T05:01:15-04:00,0.44,0,0.44,1.72,97.4
2014-05-30T05:01:30-04:00,0.2,0,0.2,0,99.6
2014-05-30T05:01:45-04:00,0.2,0,0.2,0,99.6
2014-05-30T05:02:00-04:00,0.2,0,0.2,0,99.6
2014-05-30T05:02:15-04:00,0.2,0,0.2,0,99.6
2014-05-30T05:02:30-04:00,0.2,0,0.2,0,99.6
2014-05-30T05:02:45-04:00,0.2,0,0.14,0,99.66
2014-05-30T05:03:00-04:00,0.2,0,0.1,0,99.7
2014-05-30T05:03:15-04:00,0.2,0,0.1,0,99.7
2014-05-30T05:03:30-04:00,0.2,0,0.1,0,99.7
2014-05-30T05:03:45-04:00,0.2,0,0.1,0,99.7
2014-05-30T05:04:00-04:00,0.2,0,0.1,0,99.7
2014-05-30T05:04:15-04:00,0.2,0,0.1,0,99.7
2014-05-30T05:04:30-04:00,0.2,0,0.1,0,99.7
2014-05-30T05:04:45-04:00,0.2,0,0.1,0,99.7
2014-05-30T05:05:00-04:00,0.2,0,0.1,0,99.7
2014-05-30T05:05:15-04:00,0.2,0,0.1,0,99.7
2014-05-30T05:05:30-04:00,NaN,NaN,NaN,NaN,NaN
