 152.00 40.50 57.75 109.50 230.50
 163.50 45.50 63.75 121.50 247.75
 169.75 47.25 68.25 127.75 252.00
 179.75 51.25 73.00 134.00 257.25
 186.50 58.25 76.25 141.50 261.75
 191.50 60.25 78.00 143.50 265.50
 198.25 62.00 82.25 147.75 267.50
 205.50 66.25 84.00 149.25 271.75
 210.25 105.75 85.75 151.50 274.75
 216.75 114.00 88.25 154.25 278.50
 220.25 116.25 91.50 155.50 280.75
 222.25 118.25 93.25 156.75 283.00
 224.75 120.00 95.00 157.50 287.50
 226.25 123.75 97.25 159.00 290.25
 228.25 125.25 100.50 159.50 293.50
 229.00 130.25 106.75 162.00 294.75
 230.75 173.75 164.00 163.75 297.00
 233.25 176.00 172.00 166.25 298.25
 235.50 178.00 175.75 167.50 300.00
 236.25 180.25 181.75 168.50 301.00
 239.25 182.00 185.00 169.25 304.50
 241.25 185.50 186.25 170.25 305.50
 241.50 191.50 188.75 171.75 306.00
 242.25 195.00 192.50 172.50 307.50
 244.50 234.75 194.50 173.75 308.50
 245.50 244.25 195.00 175.25 308.75
 248.00 245.25 197.50 177.25 309.75
 254.25 247.00 198.75 178.25 310.50
 257.75 249.50 201.00 179.50 311.50
 259.50 254.25 203.00 181.25 312.25
 259.75 259.25 204.50 183.00 313.75
 261.75 261.75 209.00 184.75 314.00
 264.25 300.00 271.25 292.50 314.50
 265.00 308.25 275.75 305.50 315.00
 267.75 310.75 279.50 318.00 315.50
 269.50 314.50 281.25 322.25 315.75
 273.25 316.50 285.50 325.00 316.00
 276.25 319.00 290.00 327.25 317.00
 278.25 323.50 291.50 328.50 317.00
 280.75 327.00 293.75 331.50 317.75
 283.25 365.75 295.25 333.00 319.00
 284.50 374.75 297.50 334.25 319.25
 286.50 378.25 299.25 335.75 320.00
 291.00 381.00 301.50 336.50 320.50
 296.50 383.50 303.50 337.25 321.00
 297.75 386.50 306.25 339.75 321.50
 299.75 389.00 313.50 340.75 322.50
 304.00 391.50 316.00 341.50 322.75
 314.00 436.25 376.75 343.00 323.75
 322.25 441.25 382.00 344.25 324.00
 326.75 444.50 388.00 345.75 325.00
 331.75 447.50 390.50 346.50 326.00
 334.25 449.50 391.50 348.00 326.50
 336.75 453.00 392.00 348.75 327.50
 339.50 455.00 394.75 349.25 328.25
 342.25 458.75 397.50 350.00 328.50
 344.25 500.75 398.75 350.75 329.50
 348.25 504.25 402.25 353.25 330.25
 352.00 509.00 406.00 354.25 330.75
 353.25 510.25 407.75 355.00 331.00
 356.00 511.50 409.00 356.50 332.25
 357.00 517.75 412.00 358.00 333.75
 359.25 519.25 413.75 360.00 334.75
 361.00 523.50 419.75 362.00 339.25
