 28.75 41.25 39.25 51.50  33.50 42.50 57.25 77.75
 54.25 43.50 40.00 55.50  40.50 49.50 68.25 101.00
 77.25 69.00 51.50 57.25  74.00 52.50 72.25 104.00
 103.00 69.75 52.25 59.00  80.00 60.00 76.25 112.25
 128.25 95.50 90.25 82.25  111.00 92.50 85.25 116.25
 154.25 96.50 91.25 88.50  116.75 104.75 89.50 121.50
 178.75 125.25 91.50 91.75  146.75 111.00 91.75 125.75
 204.00 125.25 91.75 92.00  158.50 114.25 95.50 127.00
 235.00 163.50 130.75 145.25  190.25 144.50 143.25 133.00
 260.50 164.25 132.00 149.00  197.75 155.50 151.25 135.75
 284.50 189.25 142.50 150.00  227.25 162.50 152.50 140.00
 309.00 190.50 143.00 152.75  233.25 168.00 159.50 147.00
 334.00 215.25 181.00 172.25  266.25 204.25 165.25 149.50
 360.00 216.00 182.00 177.00  273.75 213.00 166.75 152.75
 385.75 243.75 182.00 179.00  307.00 216.00 170.25 155.25
 411.75 244.25 182.00 179.25  317.25 223.75 175.75 157.50
 440.25 279.50 221.50 228.00  351.00 266.75 236.75 256.25
 466.50 280.50 223.50 229.00  353.50 271.25 242.50 263.25
 491.25 305.25 231.25 234.25  387.50 278.25 245.25 268.50
 515.75 307.25 232.50 235.50  389.00 281.00 250.50 274.00
 539.50 332.00 270.00 255.25  421.00 317.25 253.25 276.25
 565.75 333.25 270.75 260.50  430.25 325.25 254.50 281.00
 589.25 360.25 270.75 264.75  462.50 329.25 257.50 283.00
 615.00 361.00 270.75 265.00  466.00 333.00 262.00 285.50
 643.00 399.00 311.50 316.50  498.50 367.00 311.50 287.75
 669.00 399.75 312.75 320.75  503.75 378.00 317.25 293.75
 692.75 425.00 318.75 322.75  538.25 382.50 323.50 297.25
 716.75 426.75 319.50 326.75  541.75 385.50 327.00 300.25
 740.75 451.00 357.50 343.50  578.00 419.75 327.75 304.75
 765.25 453.25 358.75 351.00  580.00 427.75 330.00 306.25
 790.50 481.75 359.00 353.00  614.75 436.00 334.75 307.25
 815.75 482.25 359.25 353.75  618.50 439.25 335.75 310.00
 844.00 522.25 397.50 404.75  650.00 479.75 393.00 408.00
 870.50 523.50 398.50 408.00  656.00 487.50 405.00 418.00
 894.25 548.75 408.75 409.50  689.25 493.50 408.75 422.25
 918.00 549.50 409.25 412.25  694.75 496.75 411.50 427.00
 942.50 575.25 448.00 437.00  726.50 531.00 416.25 431.00
 968.50 576.00 448.50 441.25  731.25 537.50 418.75 433.50
 993.00 603.75 448.75 441.75  765.75 542.00 423.25 436.75
 1016.75 604.25 449.00 442.25  767.75 545.50 429.25 441.25
 1044.25 644.50 488.25 490.25  803.00 577.25 476.00 443.25
 1068.50 645.50 490.50 492.00  805.25 592.00 482.25 448.00
 1093.25 669.75 499.75 494.25  837.00 594.50 485.00 451.00
 1118.25 671.50 500.75 496.50  841.00 604.00 489.00 454.50
 1142.00 696.00 538.00 520.75  871.75 641.50 495.50 456.75
 1167.75 698.25 539.75 528.25  881.00 646.50 497.50 457.75
 1192.00 727.25 540.00 528.50  915.25 653.50 500.75 461.25
 1216.50 727.50 540.25 528.50  920.25 657.25 503.50 463.25
 1244.50 765.50 579.50 581.00  951.25 704.00 563.50 553.00
 1270.25 766.50 581.00 584.25  956.50 706.50 571.25 561.00
 1295.00 791.00 587.25 587.00  988.25 709.75 576.25 566.25
 1319.25 793.00 588.75 589.75  993.25 716.00 581.25 572.00
 1343.00 819.75 624.50 614.00  1026.25 749.25 582.00 577.25
 1367.25 820.00 626.75 616.25  1033.75 760.75 584.50 579.50
 1391.25 848.50 627.25 618.50  1067.25 765.75 585.25 581.25
 1416.00 849.25 627.25 618.75  1071.75 767.75 590.75 586.50
 1443.00 887.50 665.00 678.00  1105.50 801.25 639.00 591.25
 1467.25 888.25 666.25 680.25  1108.75 807.00 644.75 598.00
 1492.00 912.25 678.25 682.25  1142.25 812.25 649.25 599.50
 1518.25 913.50 678.75 683.50  1146.00 818.25 657.00 604.00
 1542.00 938.75 715.50 702.75  1177.25 859.50 659.25 607.00
 1565.75 939.50 716.50 711.25  1182.00 861.25 660.75 608.25
 1591.50 969.00 717.00 713.75  1214.50 867.75 662.25 610.00
 1616.25 969.00 717.00 714.50  1222.50 871.50 666.25 610.75
