Timestamp,User\g,Nice\g,System\g,Wait\g,Steal\g,Idle\g
2014-06-09T02:14:00-04:00,0,0,0,0,0,100
2014-06-09T02:14:15-04:00,0,0,0,0,0,100
2014-06-09T02:14:30-04:00,0,0,0,0,0,100
2014-06-09T02:14:45-04:00,0,0,0,0,0,100
2014-06-09T02:15:00-04:00,0.14,0,0.23333333333,0.093333333333,0,99.533333333
2014-06-09T02:15:15-04:00,0.3,0,0.5,0.2,0,99
2014-06-09T02:15:30-04:00,0.3,0,0.5,0.2,0,99
2014-06-09T02:15:45-04:00,0.3,0,0.5,0.2,0,99
2014-06-09T02:16:00-04:00,0.3,0,0.5,0.2,0,99
2014-06-09T02:16:15-04:00,0.3,0,0.5,0.2,0,99
2014-06-09T02:16:30-04:00,0.35333333333,0,0.66,0.093333333333,0,98.946666667
2014-06-09T02:16:45-04:00,0.4,0,0.8,0,0,98.9
