Timestamp,User\g,Nice\g,System\g,Wait\g,Steal\g,Idle\g
2014-05-29T16:30:45-04:00,0.2,0,0.7,0.5,0,98.7
2014-05-29T16:31:00-04:00,0.2,0,0.7,0.5,0,98.7
2014-05-29T16:31:15-04:00,0.24,0,0.71333333333,0.43333333333,0,98.713333333
2014-05-29T16:31:30-04:00,0.5,0,0.8,0,0,98.8
2014-05-29T16:31:45-04:00,0.5,0,0.8,0,0,98.8
2014-05-29T16:32:00-04:00,0.5,0,0.8,0,0,98.8
2014-05-29T16:32:15-04:00,0.5,0,0.8,0,0,98.8
2014-05-29T16:32:30-04:00,0.5,0,0.8,0,0,98.8
2014-05-29T16:32:45-04:00,0.47333333333,0,0.73333333333,0,0,98.88
2014-05-29T16:33:00-04:00,0.3,0,0.3,0,0,99.4
2014-05-29T16:33:15-04:00,0.3,0,0.3,0,0,99.4
2014-05-29T16:33:30-04:00,NaN,NaN,NaN,NaN,NaN,NaN
