Timestamp,User\g,Nice\g,System\g,Wait\g,Steal\g,Idle\g
2014-05-27T00:11:15-04:00,0,0,0.5,0,0,99.5
2014-05-27T00:11:30-04:00,0,0,0.5,0,0,99.5
2014-05-27T00:11:45-04:00,0,0,0.5,0,0,99.5
2014-05-27T00:12:00-04:00,0,0,0.2,0,0,99.74
2014-05-27T00:12:15-04:00,0,0,0,0,0,99.9
2014-05-27T00:12:30-04:00,0,0,0,0,0,99.9
2014-05-27T00:12:45-04:00,0,0,0,0,0,99.9
2014-05-27T00:13:00-04:00,0,0,0,0,0,99.9
2014-05-27T00:13:15-04:00,0,0,0,0,0,99.9
2014-05-27T00:13:30-04:00,0.16,0,0.6,0,0,99.18
2014-05-27T00:13:45-04:00,0.4,0,2.34,0,0,97.26
2014-05-27T00:14:00-04:00,0.4,0,2.18,0,0,97.42
2014-05-27T00:14:15-04:00,0.4,0,0.9,0,0,98.7
2014-05-27T00:14:30-04:00,0.4,0,0.9,0,0,98.7
2014-05-27T00:14:45-04:00,0.4,0,0.9,0,0,98.7
2014-05-27T00:15:00-04:00,0.4,0,0.9,0,0,98.7
2014-05-27T00:15:15-04:00,0.4,0,0.9,0,0,98.7
2014-05-27T00:15:30-04:00,0.35333333333,0,0.62,0,0,99.026666667
2014-05-27T00:15:45-04:00,0.3,0,0.3,0,0,99.4
2014-05-27T00:16:00-04:00,0.3,0,0.3,0,0,99.4
