Timestamp,In ,Out
2014-06-08T22:10:30-04:00,9276.93,42118.16
2014-06-08T22:10:45-04:00,9365.7246667,41606.544
2014-06-08T22:11:00-04:00,9443.42,41158.88
2014-06-08T22:11:15-04:00,9443.42,41158.88
2014-06-08T22:11:30-04:00,175732.96133,46392515.211
2014-06-08T22:11:45-04:00,321236.31,86949952
2014-06-08T22:12:00-04:00,412467.79267,113392371.2
2014-06-08T22:12:15-04:00,492295.34,136529488
2014-06-08T22:12:30-04:00,492295.34,136529488
2014-06-08T22:12:45-04:00,490970.25867,136578663.47
2014-06-08T22:13:00-04:00,489455.88,136634864
2014-06-08T22:13:15-04:00,NaN,NaN
