Timestamp,In ,Out
2014-06-10T03:00:15-04:00,2839814.75,236747.16
2014-06-10T03:00:30-04:00,2839814.75,236747.16
2014-06-10T03:00:45-04:00,1519579.8573,160407.834
2014-06-10T03:01:00-04:00,10739.98,73162.89
2014-06-10T03:01:15-04:00,10739.98,73162.89
2014-06-10T03:01:30-04:00,90111.824,78226.562
2014-06-10T03:01:45-04:00,209169.59,85822.07
2014-06-10T03:02:00-04:00,118691.59867,62597.213333
2014-06-10T03:02:15-04:00,15288.18,36054.52
2014-06-10T03:02:30-04:00,15288.18,36054.52
2014-06-10T03:02:45-04:00,72587.193333,16533104.544
2014-06-10T03:03:00-04:00,138071.78,35386876
