Timestamp,User\g,Nice\g,System\g,Wait\g,Steal\g,Idle\g
2014-06-10T02:33:15-04:00,0,0,0,0,0,99.9
2014-06-10T02:33:30-04:00,0,0,0,0,0,99.9
2014-06-10T02:33:45-04:00,0,0,0,0,0,99.966666667
2014-06-10T02:34:00-04:00,0,0,0,0,0,100
2014-06-10T02:34:15-04:00,0,0,0,0,0,100
2014-06-10T02:34:30-04:00,0,0,0,0,0,100
2014-06-10T02:34:45-04:00,0,0,0,0,0,100
2014-06-10T02:35:00-04:00,0,0,0,0,0,100
2014-06-10T02:35:15-04:00,0,0,0,0,0,100
2014-06-10T02:35:30-04:00,0,0,0,0,0,100
2014-06-10T02:35:45-04:00,0,0,0,0,0,100
2014-06-10T02:36:00-04:00,0,0,0,0,0,100
