Timestamp,User\g,Nice\g,System\g,Wait\g,Steal\g,Idle\g
2014-06-09T02:14:00-04:00,0.2,0,0.2,0,0,99.6
2014-06-09T02:14:15-04:00,0.2,0,0.2,0,0,99.6
2014-06-09T02:14:30-04:00,0.2,0,0.2,0,0,99.6
2014-06-09T02:14:45-04:00,0.2,0,0.2,0,0,99.6
2014-06-09T02:15:00-04:00,0.2,0,0.2,0,0,99.6
2014-06-09T02:15:15-04:00,0.24666666667,0,0.29333333333,0,0,99.413333333
2014-06-09T02:15:30-04:00,0.3,0,0.4,0,0,99.2
2014-06-09T02:15:45-04:00,0.3,0,0.4,0,0,99.2
2014-06-09T02:16:00-04:00,0.3,0,0.4,0,0,99.2
2014-06-09T02:16:15-04:00,0.3,0,0.4,0,0,99.2
2014-06-09T02:16:30-04:00,0.3,0,0.4,0,0,99.2
2014-06-09T02:16:45-04:00,0.3,0,0.4,0,0,99.2
