Timestamp,In ,Out
2014-06-09T02:14:00-04:00,5320.23,1939.85
2014-06-09T02:14:15-04:00,5320.23,1939.85
2014-06-09T02:14:30-04:00,5320.23,1939.85
2014-06-09T02:14:45-04:00,5320.23,1939.85
2014-06-09T02:15:00-04:00,5320.23,1939.85
2014-06-09T02:15:15-04:00,5320.23,1939.85
2014-06-09T02:15:30-04:00,5389.488,1938.3613333
2014-06-09T02:15:45-04:00,5468.64,1936.66
2014-06-09T02:16:00-04:00,5468.64,1936.66
2014-06-09T02:16:15-04:00,5468.64,1936.66
2014-06-09T02:16:30-04:00,5468.64,1936.66
2014-06-09T02:16:45-04:00,5468.64,1936.66
