Timestamp,User\g,Nice\g,System\g,Wait\g,Steal\g,Idle\g
2014-06-10T03:00:15-04:00,0,0,0,0,0,99.9
2014-06-10T03:00:30-04:00,0,0,0,0,0,99.9
2014-06-10T03:00:45-04:00,0,0,0,0,0,99.946666667
2014-06-10T03:01:00-04:00,0,0,0,0,0,100
2014-06-10T03:01:15-04:00,0,0,0,0,0,100
2014-06-10T03:01:30-04:00,0,0,0,0,0,100
2014-06-10T03:01:45-04:00,0,0,0,0,0,100
2014-06-10T03:02:00-04:00,0,0,0,0,0,100
2014-06-10T03:02:15-04:00,0,0,0,0,0,99.953333333
2014-06-10T03:02:30-04:00,0,0,0,0,0,99.9
2014-06-10T03:02:45-04:00,0,0,0,0,0,99.9
2014-06-10T03:03:00-04:00,0,0,0,0,0,99.9
