Timestamp,User\g,Nice\g,System\g,Wait\g,Idle\g
2014-06-08T22:10:30-04:00,0.1,0,0.1,0,99.746666667
2014-06-08T22:10:45-04:00,0.1,0,0.1,0,99.7
2014-06-08T22:11:00-04:00,0.1,0,0.1,0,99.7
2014-06-08T22:11:15-04:00,0.1,0,0.1,0,99.7
2014-06-08T22:11:30-04:00,0.1,0,0.1,0,99.7
2014-06-08T22:11:45-04:00,0.1,0,0.1,0,99.7
2014-06-08T22:12:00-04:00,0.15333333333,0,0.15333333333,0,99.646666667
2014-06-08T22:12:15-04:00,0.2,0,0.2,0,99.6
2014-06-08T22:12:30-04:00,0.2,0,0.2,0,99.6
2014-06-08T22:12:45-04:00,0.2,0,0.2,0,99.6
2014-06-08T22:13:00-04:00,0.2,0,0.2,0,99.6
2014-06-08T22:13:15-04:00,NaN,NaN,NaN,NaN,NaN
