Timestamp,User\g,Nice\g,System\g,Wait\g,Steal\g,Idle\g
2014-06-09T21:43:15-04:00,3.7,0,2.8,0,0,93.4
2014-06-09T21:43:30-04:00,3.7,0,2.8,0,0,93.4
2014-06-09T21:43:45-04:00,3.7,0,2.8,0,0,93.4
2014-06-09T21:44:00-04:00,3.7,0,2.8,0,0,93.4
2014-06-09T21:44:15-04:00,3.7,0,2.8,0,0,93.4
2014-06-09T21:44:30-04:00,3.66,0,2.8,0,0,93.44
2014-06-09T21:44:45-04:00,3.6,0,2.8,0,0,93.5
2014-06-09T21:45:00-04:00,2.6666666667,0,2.08,0,0,95.18
2014-06-09T21:45:15-04:00,0.1,0,0.1,0,0,99.8
2014-06-09T21:45:30-04:00,0.1,0,0.1,0,0,99.8
2014-06-09T21:45:45-04:00,0.1,0,0.1,0,0,99.8
2014-06-09T21:46:00-04:00,0.1,0,0.1,0,0,99.8
