Timestamp,In ,Out
2014-06-09T02:14:00-04:00,1971.05,460.9
2014-06-09T02:14:15-04:00,1971.05,460.9
2014-06-09T02:14:30-04:00,1971.05,460.9
2014-06-09T02:14:45-04:00,1971.05,460.9
2014-06-09T02:15:00-04:00,16355033.627,2.1521176085E+17
2014-06-09T02:15:15-04:00,35044248,4.6116805896E+17
2014-06-09T02:15:30-04:00,82546647.467,2.4595629811E+17
2014-06-09T02:15:45-04:00,136835104,532487.88
2014-06-09T02:16:00-04:00,136835104,532487.88
2014-06-09T02:16:15-04:00,136832124.8,531619.38067
2014-06-09T02:16:30-04:00,136828720,530626.81
2014-06-09T02:16:45-04:00,136828720,530626.81
