Timestamp,User\g,Nice\g,System\g,Wait\g,Steal\g,Idle\g
2014-06-09T21:43:15-04:00,0,0,0,0,0,100
2014-06-09T21:43:30-04:00,0,0,0,0,0,100
2014-06-09T21:43:45-04:00,0,0,0,0,0,100
2014-06-09T21:44:00-04:00,0,0,0,0,0,100
2014-06-09T21:44:15-04:00,0,0,0,0,0,100
2014-06-09T21:44:30-04:00,0.24,0,0.28,0,0,99.44
2014-06-09T21:44:45-04:00,0.6,0,0.7,0,0,98.6
2014-06-09T21:45:00-04:00,1.3466666667,0,1.2066666667,0.13333333333,0,97.24
2014-06-09T21:45:15-04:00,3.4,0,2.6,0.5,0,93.5
2014-06-09T21:45:30-04:00,3.4,0,2.6,0.5,0,93.5
2014-06-09T21:45:45-04:00,3.4,0,2.6,0.5,0,93.5
2014-06-09T21:46:00-04:00,3.4,0,2.6,0.5,0,93.5
