Timestamp,User\g,Nice\g,System\g,Wait\g,Steal\g,Idle\g
2014-06-10T03:00:15-04:00,0.2,0,0.2,0.4,0,99.2
2014-06-10T03:00:30-04:00,0.2,0,0.2,0.4,0,99.2
2014-06-10T03:00:45-04:00,0.2,0,0.2,0.4,0,99.2
2014-06-10T03:01:00-04:00,0.2,0,0.2,0.4,0,99.2
2014-06-10T03:01:15-04:00,0.2,0,0.2,0.4,0,99.2
2014-06-10T03:01:30-04:00,0.2,0,0.16,0.28,0,99.36
2014-06-10T03:01:45-04:00,0.2,0,0.1,0.1,0,99.6
2014-06-10T03:02:00-04:00,0.2,0,0.1,0.1,0,99.6
2014-06-10T03:02:15-04:00,0.2,0,0.1,0.1,0,99.6
2014-06-10T03:02:30-04:00,0.2,0,0.1,0.1,0,99.6
2014-06-10T03:02:45-04:00,0.2,0,0.1,0.1,0,99.6
2014-06-10T03:03:00-04:00,0.15333333333,0,0.47333333333,0.053333333333,0,99.32
