 68.00 25.00 35.50 62.50 111.00
 70.75 32.00 41.75 73.50 125.00
 74.00 34.25 46.00 76.75 129.75
 80.50 36.50 51.25 83.00 131.50
 85.25 60.00 56.50 85.25 135.25
 87.75 66.75 57.25 86.25 141.50
 90.50 68.75 59.75 89.25 142.75
 91.50 70.25 63.00 90.50 146.00
 95.50 93.00 100.25 92.25 149.00
 98.50 98.50 103.75 95.00 150.25
 101.25 103.25 106.25 96.50 151.50
 106.25 107.75 110.50 97.75 154.25
 113.00 132.00 114.00 101.75 157.50
 116.75 136.25 116.25 102.75 159.00
 123.00 141.50 118.75 104.00 159.75
 132.00 144.75 123.00 108.00 162.75
 137.75 168.00 159.00 161.75 167.50
 143.75 173.25 163.50 170.50 169.50
 149.25 176.25 167.50 177.00 171.50
 150.75 180.75 168.75 183.50 172.50
 152.50 203.50 173.75 186.25 174.25
 156.75 212.00 177.00 188.50 174.75
 163.25 214.50 179.75 189.25 176.25
 169.00 219.50 185.25 190.00 177.00
 172.50 244.25 222.00 192.75 179.50
 177.50 248.25 225.75 193.50 179.75
 178.00 252.25 228.25 194.25 182.75
 183.50 257.75 233.50 197.25 186.25
 186.00 284.75 235.25 198.75 189.00
 191.75 289.00 237.25 201.75 190.25
 195.75 291.25 240.25 203.75 190.75
 203.75 295.00 246.00 205.00 192.50
 268.50 321.50 284.75 272.50 312.25
 285.25 326.25 293.50 278.00 325.00
 289.00 329.25 294.75 284.50 329.00
 293.00 334.00 297.50 287.25 333.25
 294.75 357.75 299.50 288.50 335.00
 298.00 362.75 301.25 291.00 340.25
 302.25 366.75 304.50 293.50 343.50
 304.75 372.00 308.00 294.75 345.00
 305.75 395.50 340.25 295.75 347.75
 308.50 399.25 348.25 298.50 350.00
 317.00 402.25 353.50 300.25 350.50
 318.00 408.00 356.75 302.00 352.50
 321.25 432.50 359.75 303.75 353.00
 327.25 440.25 361.25 305.50 354.75
 329.50 441.00 364.75 307.50 355.50
 339.50 443.50 367.50 309.75 357.75
 343.00 468.50 401.25 371.25 360.00
 348.50 471.50 409.00 377.25 362.00
 351.50 474.00 414.25 378.25 363.25
 357.00 480.00 418.00 383.25 364.00
 362.25 505.75 421.25 385.25 367.00
 364.75 507.50 423.50 387.00 369.50
 366.50 511.75 426.00 391.25 371.25
 368.25 514.50 429.25 394.25 372.50
 376.00 541.75 466.25 396.50 373.50
 383.00 544.75 472.00 398.25 375.50
 389.00 547.75 474.50 401.50 375.75
 389.50 553.25 476.50 402.50 377.75
 396.00 581.25 478.75 403.75 379.25
 404.00 582.50 483.00 404.00 380.50
 406.00 586.00 485.50 405.75 382.00
 414.25 592.00 489.25 408.00 383.75
