 23.50 31.00 31.25 70.25  22.00 33.00 38.50 57.00
 44.00 32.50 32.25 76.25  25.25 36.50 44.00 64.25
 63.00 52.50 43.50 78.50  47.00 38.75 50.00 75.75
 82.25 52.50 44.25 81.00  50.50 43.75 58.75 83.00
 101.50 72.50 78.00 82.00  70.00 65.50 61.25 86.50
 120.50 73.25 78.25 85.00  76.00 72.00 67.00 93.00
 139.75 96.00 78.50 85.00  98.00 77.00 71.25 104.50
 160.00 96.25 78.50 85.50  102.50 82.50 73.50 108.50
 184.00 126.75 108.50 135.25  121.50 105.50 102.75 112.00
 203.75 128.00 109.00 136.25  128.00 114.25 115.00 115.25
 222.75 147.25 120.50 140.25  149.50 117.50 121.50 116.25
 242.00 147.75 121.50 142.25  155.25 121.00 125.25 120.25
 261.00 167.25 153.25 146.50  174.75 145.00 132.75 125.25
 280.75 167.75 154.50 151.25  185.75 151.25 135.50 128.75
 301.00 191.25 155.50 165.00  208.75 158.75 136.50 132.75
 320.75 191.25 155.75 165.75  212.50 160.00 140.25 133.50
 343.25 220.25 190.25 212.00  233.75 190.50 182.25 188.50
 363.00 221.50 191.00 215.75  240.50 192.00 189.00 206.25
 382.00 241.25 202.25 220.75  260.50 196.50 190.50 211.75
 400.75 241.50 202.75 227.50  263.50 203.75 192.75 218.50
 420.25 261.25 236.25 239.25  282.50 224.25 198.25 223.75
 439.50 261.75 237.50 245.50  288.00 228.50 200.75 228.00
 458.50 285.25 237.75 248.75  307.50 236.75 202.50 230.00
 479.00 285.50 237.75 249.25  309.00 240.25 208.50 233.75
 501.75 315.00 272.25 312.00  328.75 262.50 237.75 239.00
 521.75 315.75 273.50 314.00  333.50 269.75 249.25 241.25
 540.75 335.50 280.50 317.50  352.50 274.00 255.75 247.25
 559.75 335.50 282.50 319.25  357.50 278.25 261.25 249.75
 579.25 355.25 315.75 331.50  377.50 299.00 262.75 252.00
 599.00 355.50 317.25 332.75  384.25 308.25 266.00 256.75
 618.25 378.75 317.50 333.50  404.75 312.00 271.00 261.75
 638.50 379.00 317.50 334.00  410.75 316.75 273.00 265.00
 664.50 413.00 349.00 402.00  433.75 348.50 318.00 312.75
 684.25 415.00 349.75 406.50  437.00 351.25 322.75 327.00
 703.50 434.50 361.75 408.75  457.75 356.00 329.00 338.50
 722.50 435.00 362.75 413.00  458.25 360.75 334.25 341.75
 742.50 455.25 395.25 415.00  477.50 383.25 337.25 345.25
 762.75 455.75 397.25 417.25  481.75 386.50 339.75 353.50
 783.75 479.50 397.25 419.25  501.25 391.25 341.50 357.50
 803.75 480.00 397.25 419.50  502.50 396.00 343.50 365.25
 827.25 509.75 430.00 485.00  522.50 417.75 368.25 371.75
 847.00 511.00 431.25 494.75  523.00 423.50 380.25 374.50
 866.25 530.25 441.50 502.50  543.00 430.50 392.25 378.00
 885.25 530.50 442.75 505.50  546.25 431.75 397.75 381.00
 905.50 549.75 476.75 506.50  566.75 456.25 398.75 384.25
 925.75 551.25 478.25 507.00  572.25 461.50 401.00 391.75
 944.75 574.00 478.75 507.00  593.50 465.00 404.25 394.00
 965.25 574.25 478.75 507.25  595.50 470.25 409.00 397.00
 987.25 605.00 511.75 552.75  617.75 500.75 455.50 456.50
 1006.50 605.50 512.00 558.75  621.25 505.50 458.50 465.75
 1025.75 625.25 519.00 560.25  640.50 507.50 461.25 469.75
 1044.50 625.50 519.75 569.75  643.00 513.25 464.75 475.00
 1063.75 645.00 551.00 579.50  662.50 535.25 469.50 479.75
 1083.50 645.00 553.25 585.25  664.50 541.25 472.75 485.25
 1103.50 667.75 553.25 587.25  683.75 546.00 477.50 490.25
 1123.75 668.00 553.75 590.25  685.00 553.00 479.75 498.75
 1146.50 701.25 585.75 651.00  704.50 576.00 515.75 510.50
 1165.50 702.75 588.75 657.25  709.00 581.50 522.75 515.50
 1184.75 722.75 596.25 661.00  728.50 587.00 528.25 517.50
 1203.75 722.75 600.25 663.50  731.75 590.75 530.50 518.50
 1222.75 742.75 634.25 665.00  751.75 614.50 532.50 523.25
 1243.50 744.00 636.25 671.75  755.25 617.75 535.50 526.25
 1264.75 768.25 636.50 675.25  776.00 625.25 538.50 529.75
 1284.75 768.50 636.50 676.50  780.25 629.25 540.50 533.00
