starttime	seconds	ctime	dtime	ttime	wait
Fri Aug 09 12:27:54 2013	1376065674	2	1	3	1
Fri Aug 09 12:27:54 2013	1376065674	2	1	4	1
Fri Aug 09 12:27:54 2013	1376065674	2	1	4	1
Fri Aug 09 12:27:54 2013	1376065674	2	2	4	1
Fri Aug 09 12:27:54 2013	1376065674	2	2	4	2
Fri Aug 09 12:27:54 2013	1376065674	2	2	4	2
Fri Aug 09 12:27:54 2013	1376065674	2	3	4	2
Fri Aug 09 12:27:54 2013	1376065674	3	2	4	2
Fri Aug 09 12:27:54 2013	1376065674	2	2	4	2
Fri Aug 09 12:27:54 2013	1376065674	2	2	4	2
Fri Aug 09 12:27:54 2013	1376065674	2	2	4	2
Fri Aug 09 12:27:54 2013	1376065674	2	2	4	2
Fri Aug 09 12:27:54 2013	1376065674	2	2	4	2
Fri Aug 09 12:27:54 2013	1376065674	2	2	4	2
Fri Aug 09 12:27:54 2013	1376065674	2	2	4	2
Fri Aug 09 12:27:54 2013	1376065674	2	2	4	2
Fri Aug 09 12:27:54 2013	1376065674	2	2	5	2
Fri Aug 09 12:27:54 2013	1376065674	2	2	5	2
Fri Aug 09 12:27:54 2013	1376065674	2	3	5	2
Fri Aug 09 12:27:54 2013	1376065674	2	4	6	4
Fri Aug 09 12:27:54 2013	1376065674	2	4	6	4
Fri Aug 09 12:27:54 2013	1376065674	1	5	6	4
Fri Aug 09 12:27:54 2013	1376065674	2	4	6	4
Fri Aug 09 12:27:54 2013	1376065674	2	4	6	4
Fri Aug 09 12:27:54 2013	1376065674	1	5	6	5
Fri Aug 09 12:27:54 2013	1376065674	1	5	6	5
Fri Aug 09 12:27:54 2013	1376065674	2	4	6	4
Fri Aug 09 12:27:54 2013	1376065674	1	5	6	5
Fri Aug 09 12:27:54 2013	1376065674	1	5	6	5
Fri Aug 09 12:27:54 2013	1376065674	1	5	6	4
Fri Aug 09 12:27:54 2013	1376065674	1	5	6	5
Fri Aug 09 12:27:55 2013	1376065675	1	6	6	6
Fri Aug 09 12:27:54 2013	1376065674	0	6	6	6
Fri Aug 09 12:27:55 2013	1376065675	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	6	7	6
Fri Aug 09 12:27:55 2013	1376065675	1	6	7	5
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	5	7	5
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	5
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:55 2013	1376065675	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	5	7	5
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	5
Fri Aug 09 12:27:55 2013	1376065675	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	5
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	5
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	5
Fri Aug 09 12:27:55 2013	1376065675	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	5
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:55 2013	1376065675	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:55 2013	1376065675	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:55 2013	1376065675	0	6	7	6
Fri Aug 09 12:27:55 2013	1376065675	0	7	7	7
Fri Aug 09 12:27:54 2013	1376065674	0	7	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:55 2013	1376065675	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	7	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	7	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	7	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	7	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	7	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:55 2013	1376065675	0	7	7	7
Fri Aug 09 12:27:54 2013	1376065674	0	7	7	7
Fri Aug 09 12:27:54 2013	1376065674	0	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	7	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	7	7	7
Fri Aug 09 12:27:54 2013	1376065674	0	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	7	7	7
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	7	7	7
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:55 2013	1376065675	0	7	7	7
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:55 2013	1376065675	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	0	7	7	7
Fri Aug 09 12:27:55 2013	1376065675	0	7	7	7
Fri Aug 09 12:27:54 2013	1376065674	0	7	7	7
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
Fri Aug 09 12:27:54 2013	1376065674	1	6	7	6
