starttime	seconds	ctime	dtime	ttime	wait
Fri Aug 09 11:20:28 2013	1376061628	0	9	9	9
Fri Aug 09 11:20:28 2013	1376061628	1	8	9	8
Fri Aug 09 11:20:28 2013	1376061628	1	8	9	8
Fri Aug 09 11:20:28 2013	1376061628	1	8	9	8
Fri Aug 09 11:20:28 2013	1376061628	1	9	9	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	9	8
Fri Aug 09 11:20:28 2013	1376061628	1	9	9	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	9	9
Fri Aug 09 11:20:28 2013	1376061628	1	8	9	8
Fri Aug 09 11:20:28 2013	1376061628	1	9	9	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	9	9
Fri Aug 09 11:20:28 2013	1376061628	1	8	9	8
Fri Aug 09 11:20:28 2013	1376061628	0	9	9	9
Fri Aug 09 11:20:28 2013	1376061628	0	9	9	9
Fri Aug 09 11:20:28 2013	1376061628	0	9	9	9
Fri Aug 09 11:20:28 2013	1376061628	1	8	9	8
Fri Aug 09 11:20:28 2013	1376061628	1	9	9	8
Fri Aug 09 11:20:28 2013	1376061628	1	9	9	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	9	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	9	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	9	8
Fri Aug 09 11:20:30 2013	1376061630	1	9	9	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	9	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	9	9
Fri Aug 09 11:20:28 2013	1376061628	1	8	9	8
Fri Aug 09 11:20:28 2013	1376061628	1	9	9	9
Fri Aug 09 11:20:28 2013	1376061628	0	9	9	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	9	9
Fri Aug 09 11:20:28 2013	1376061628	0	9	9	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	9	9
Fri Aug 09 11:20:28 2013	1376061628	1	8	10	8
Fri Aug 09 11:20:30 2013	1376061630	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	0	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	8	10	8
Fri Aug 09 11:20:30 2013	1376061630	1	9	10	8
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	0	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	8
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	8	10	8
Fri Aug 09 11:20:28 2013	1376061628	1	8	10	8
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:30 2013	1376061630	0	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:30 2013	1376061630	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	8
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	8	10	8
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	0	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	8	10	8
Fri Aug 09 11:20:30 2013	1376061630	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	8	10	8
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	8	10	8
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	8	10	8
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	8	10	8
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:30 2013	1376061630	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	8
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:30 2013	1376061630	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	2	8	10	8
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
Fri Aug 09 11:20:28 2013	1376061628	1	9	10	9
