Timestamp,User\g,Nice\g,System\g,Wait\g,Idle\g
2014-05-30T05:16:00-04:00,0.1,0,0.1,0,99.8
2014-05-30T05:16:15-04:00,0.1,0,0.1,0,99.8
2014-05-30T05:16:30-04:00,17.38,0,3.3,0,79.32
2014-05-30T05:16:45-04:00,32.5,0,6.1,0,61.4
2014-05-30T05:17:00-04:00,15.38,0,3.06,0.053333333333,81.56
2014-05-30T05:17:15-04:00,0.4,0,0.4,0.1,99.2
2014-05-30T05:17:30-04:00,0.4,0,0.4,0.1,99.2
2014-05-30T05:17:45-04:00,0.4,0,0.4,0.1,99.2
2014-05-30T05:18:00-04:00,0.4,0,0.4,0.1,99.2
2014-05-30T05:18:15-04:00,0.4,0,0.4,0.1,99.2
2014-05-30T05:18:30-04:00,0.4,0,0.54,0.053333333333,99.06
2014-05-30T05:18:45-04:00,0.4,0,0.7,0,98.9
2014-05-30T05:19:00-04:00,0.4,0,0.7,0,98.9
2014-05-30T05:19:15-04:00,8.9333333333,0,1.5,0.053333333333,89.513333333
2014-05-30T05:19:30-04:00,12.72,0,1.8266666667,0.046666666667,85.353333333
2014-05-30T05:19:45-04:00,9.5,0,1.5,0,88.9
2014-05-30T05:20:00-04:00,9.5,0,1.5,0,88.9
2014-05-30T05:20:15-04:00,10.34,0,1.62,0.18,87.88
2014-05-30T05:20:30-04:00,16.84,0,2.06,0.12,81.08
2014-05-30T05:20:45-04:00,20.8,0,2.3,0,77
2014-05-30T05:21:00-04:00,9.92,0,1.34,0.053333333333,88.786666667
2014-05-30T05:21:15-04:00,0.4,0,0.5,0.1,99.1
2014-05-30T05:21:30-04:00,0.4,0,0.5,0.1,99.1
2014-05-30T05:21:45-04:00,0.4,0,0.5,0.1,99.1
2014-05-30T05:22:00-04:00,0.4,0,0.5,0.1,99.1
2014-05-30T05:22:15-04:00,0.28,0,0.34,0.06,99.38
2014-05-30T05:22:30-04:00,0.1,0,0.1,0,99.8
2014-05-30T05:22:45-04:00,0.1,0,0.1,0,99.8
