Timestamp,User\g,Nice\g,System\g,Wait\g,Steal\g,Idle\g
2014-05-30T05:16:00-04:00,0,0,0.3,0,0,99.7
2014-05-30T05:16:15-04:00,0,0,0.3,0,0,99.7
2014-05-30T05:16:30-04:00,0,0,0.3,0,0,99.7
2014-05-30T05:16:45-04:00,0,0,0.3,0,0,99.7
2014-05-30T05:17:00-04:00,0.32,0,1.2066666667,0,0,98.473333333
2014-05-30T05:17:15-04:00,0.6,0,2,0,0,97.4
2014-05-30T05:17:30-04:00,0.6,0,2,0,0,97.4
2014-05-30T05:17:45-04:00,0.6,0,2,0,0,97.4
2014-05-30T05:18:00-04:00,0.6,0,2,0,0,97.4
2014-05-30T05:18:15-04:00,2.9466666667,0,1.8933333333,0.10666666667,0,95.053333333
2014-05-30T05:18:30-04:00,5,0,1.8,0.2,0,93
2014-05-30T05:18:45-04:00,5,0,1.8,0.2,0,93
2014-05-30T05:19:00-04:00,5,0,1.8,0.2,0,93
2014-05-30T05:19:15-04:00,4.68,0,1.2666666667,1.4266666667,0,92.626666667
2014-05-30T05:19:30-04:00,5.36,0,0.58666666667,2.2333333333,0,91.82
2014-05-30T05:19:45-04:00,6.2,0,0.4,2,0,91.4
2014-05-30T05:20:00-04:00,2.72,0,0.28,4.4,0,92.6
2014-05-30T05:20:15-04:00,3.34,0,0.56,4.02,0,92.08
2014-05-30T05:20:30-04:00,6.02,0,0.56,1.08,0,92.34
2014-05-30T05:20:45-04:00,6.5,0,0.4,0,0,93.1
2014-05-30T05:21:00-04:00,6.5,0,0.4,0,0,93.1
2014-05-30T05:21:15-04:00,6.5,0,0.4,0,0,93.1
2014-05-30T05:21:30-04:00,6.5,0,0.4,0,0,93.1
2014-05-30T05:21:45-04:00,3.84,0,0.35333333333,0.046666666667,0,95.76
2014-05-30T05:22:00-04:00,0.8,0,0.3,0.1,0,98.8
2014-05-30T05:22:15-04:00,0.8,0,0.3,0.1,0,98.8
2014-05-30T05:22:30-04:00,0.8,0,0.3,0.1,0,98.8
2014-05-30T05:22:45-04:00,0.8,0,0.3,0.1,0,98.8
