Timestamp,In ,Out
2014-05-30T05:16:00-04:00,4273.55,13270.62
2014-05-30T05:16:15-04:00,20748720.723,2.4595637141E+17
2014-05-30T05:16:30-04:00,38900112,4.611681964E+17
2014-05-30T05:16:45-04:00,38900112,4.611681964E+17
2014-05-30T05:17:00-04:00,103282524.8,2.1521182499E+17
2014-05-30T05:17:15-04:00,159617136,687094.19
2014-05-30T05:17:30-04:00,182166827.73,777429.58733
2014-05-30T05:17:45-04:00,201897808,856473.06
2014-05-30T05:18:00-04:00,201897808,856473.06
2014-05-30T05:18:15-04:00,155567956.27,2045002.7613
2014-05-30T05:18:30-04:00,115029336,3084966.25
2014-05-30T05:18:45-04:00,115029336,3084966.25
2014-05-30T05:19:00-04:00,59941473.6,3154700.7833
2014-05-30T05:19:15-04:00,11739594,3215718.5
2014-05-30T05:19:30-04:00,9151550.8,8736760.9
2014-05-30T05:19:45-04:00,6887013,13567673
2014-05-30T05:20:00-04:00,6887013,13567673
2014-05-30T05:20:15-04:00,4884779.85,7493971.55
2014-05-30T05:20:30-04:00,3549957.75,3444837.25
2014-05-30T05:20:45-04:00,3549957.75,3444837.25
2014-05-30T05:21:00-04:00,3723079.0833,6718252.05
2014-05-30T05:21:15-04:00,3874560.25,9582490
2014-05-30T05:21:30-04:00,2092809.6173,5834066.4773
2014-05-30T05:21:45-04:00,56523.18,1550153.88
2014-05-30T05:22:00-04:00,56523.18,1550153.88
2014-05-30T05:22:15-04:00,39186.492,1073607.792
2014-05-30T05:22:30-04:00,13181.46,358788.66
2014-05-30T05:22:45-04:00,12075.72,232964.088
