Timestamp,User\g,Nice\g,System\g,Wait\g,Idle\g
2014-05-30T05:16:00-04:00,0.1,0,0.1,0,99.8
2014-05-30T05:16:15-04:00,0.1,0,0.1,0,99.8
2014-05-30T05:16:30-04:00,12.526666667,0,2.7133333333,0,84.76
2014-05-30T05:16:45-04:00,23.4,0,5,0,71.6
2014-05-30T05:17:00-04:00,28.146666667,0,5.32,0.053333333333,66.48
2014-05-30T05:17:15-04:00,28.033333333,0,3.6266666667,2.5,65.786666667
2014-05-30T05:17:30-04:00,33.686666667,0,4.78,2.2,59.286666667
2014-05-30T05:17:45-04:00,41.9,0,7.3,0.1,50.7
2014-05-30T05:18:00-04:00,43.66,0,7.4066666667,0.36666666667,48.513333333
2014-05-30T05:18:15-04:00,26,0,4.8866666667,0.28,68.786666667
2014-05-30T05:18:30-04:00,19.14,0,3.58,4.9,72.38
2014-05-30T05:18:45-04:00,30.5,0,4.7,10.5,54.3
2014-05-30T05:19:00-04:00,16.313333333,0,2.3533333333,29.486666667,51.846666667
2014-05-30T05:19:15-04:00,7.1,0,1.6333333333,21.886666667,69.38
2014-05-30T05:19:30-04:00,20.993333333,0,3.28,7.7933333333,67.933333333
2014-05-30T05:19:45-04:00,30.7,0,3.7,14,51.6
2014-05-30T05:20:00-04:00,30.7,0,3.7,14,51.6
2014-05-30T05:20:15-04:00,16.18,0,2.08,43.7,38.1
2014-05-30T05:20:30-04:00,16.22,0,2.44,25.4,56.04
2014-05-30T05:20:45-04:00,22.7,0,3.4,0,74
2014-05-30T05:21:00-04:00,35.02,0,4.4133333333,2.56,58.053333333
2014-05-30T05:21:15-04:00,24.893333333,0,3.1666666667,2.24,69.7
2014-05-30T05:21:30-04:00,6.6,0,1.3,0,92.1
2014-05-30T05:21:45-04:00,6.6,0,1.3,0,92.1
2014-05-30T05:22:00-04:00,6.6,0,1.3,0,92.1
2014-05-30T05:22:15-04:00,6.6,0,1.3,0,92.1
2014-05-30T05:22:30-04:00,4.04,0,0.82,0.04,95.14
2014-05-30T05:22:45-04:00,0.2,0,0.1,0.1,99.7
