Timestamp,In ,Out
2014-05-30T05:16:00-04:00,8369.958,27557.514667
2014-05-30T05:16:15-04:00,8460.15,30377.04
2014-05-30T05:16:30-04:00,2475792.07,66383835.685
2014-05-30T05:16:45-04:00,4634707.5,124443112
2014-05-30T05:17:00-04:00,4634707.5,124443112
2014-05-30T05:17:15-04:00,3561437.2333,166905793.6
2014-05-30T05:17:30-04:00,2622325.75,204060640
2014-05-30T05:17:45-04:00,2622325.75,204060640
2014-05-30T05:18:00-04:00,2571743.4833,189218963.2
2014-05-30T05:18:15-04:00,2527484,176232496
2014-05-30T05:18:30-04:00,1762576.5607,121059677.6
2014-05-30T05:18:45-04:00,888396.63,58005028
2014-05-30T05:19:00-04:00,888396.63,58005028
2014-05-30T05:19:15-04:00,415457.70733,27069091.589
2014-05-30T05:19:30-04:00,1636.15,147.23
2014-05-30T05:19:45-04:00,1636.15,147.23
2014-05-30T05:20:00-04:00,1636.15,147.23
2014-05-30T05:20:15-04:00,1636.15,147.23
2014-05-30T05:20:30-04:00,1636.15,147.23
2014-05-30T05:20:45-04:00,1636.15,147.23
2014-05-30T05:21:00-04:00,1636.15,147.23
2014-05-30T05:21:15-04:00,1636.15,147.23
2014-05-30T05:21:30-04:00,1636.15,147.23
2014-05-30T05:21:45-04:00,1636.15,147.23
2014-05-30T05:22:00-04:00,1636.15,147.23
2014-05-30T05:22:15-04:00,1636.15,147.23
2014-05-30T05:22:30-04:00,1636.15,147.23
2014-05-30T05:22:45-04:00,1636.15,147.23
