2013-09-05 13:34:55 22
2013-09-05 13:34:56 259
2013-09-05 13:34:57 250
2013-09-05 13:34:58 204
2013-09-05 13:34:59 208
2013-09-05 13:35:00 229
2013-09-05 13:35:01 240
2013-09-05 13:35:02 219
2013-09-05 13:35:03 211
2013-09-05 13:35:04 237
2013-09-05 13:35:05 245
2013-09-05 13:35:06 200
2013-09-05 13:35:07 205
2013-09-05 13:35:08 220
2013-09-05 13:35:09 263
2013-09-05 13:35:10 216
2013-09-05 13:35:11 207
2013-09-05 13:35:12 222
2013-09-05 13:35:13 231
2013-09-05 13:35:14 232
2013-09-05 13:35:15 199
2013-09-05 13:35:16 160
2013-09-05 13:35:17 250
2013-09-05 13:35:18 214
2013-09-05 13:35:19 224
2013-09-05 13:35:20 225
2013-09-05 13:35:21 231
2013-09-05 13:35:22 214
2013-09-05 13:35:23 220
2013-09-05 13:35:24 240
2013-09-05 13:35:25 221
2013-09-05 13:35:26 222
2013-09-05 13:35:27 224
2013-09-05 13:35:28 224
2013-09-05 13:35:29 227
2013-09-05 13:35:30 221
2013-09-05 13:35:31 230
2013-09-05 13:35:32 224
2013-09-05 13:35:33 228
2013-09-05 13:35:34 207
2013-09-05 13:35:35 233
2013-09-05 13:35:36 225
2013-09-05 13:35:37 230
2013-09-05 13:35:38 214
2013-09-05 13:35:39 230
